RowOrder,GeneID,Cluster
1,CENPC,Early
2,DMTF1,Early
3,F12,Early
4,GAL3ST3,Early
7,DHH,Early
8,DUOX1,Early
9,CTSV,Early
10,C1R,Early
14,FRMPD2,Early
15,CCL26,Early
16,AQP5,Early
18,CHRM5,Early
20,C22orf23,Early
21,FMR1,Early
22,ERP29,Early
23,FLJ20021,Early
24,GADL1,Early
25,C2orf15,Early
26,B3GAT2,Early
28,ALDH3A1,Early
30,ADD2,Early
31,BCR,Early
32,AK3,Early
33,ATP8B3,Early
35,FOXP4,Early
36,ELF1,Early
37,AFAP1L2,Early
38,BRD1,Early
40,DENND5B-AS1,Early
41,CHPT1,Early
42,CLMP,Early
43,FAM131C,Early
44,C16orf86,Early
45,FAM66C,Early
46,CASP8AP2,Early
47,CTDSPL2,Early
48,EBF4,Early
49,FKBP5,Early
50,FAM66D,Early
51,CCDC171,Early
52,FLT3,Early
53,CELSR2,Early
54,ARID1A,Early
55,CNFN,Early
56,CDK5RAP2,Early
57,FRMPD3,Early
58,C18orf54,Early
59,C5orf34,Early
60,ERICH6-AS1,Early
61,ABLIM1,Early
62,DPYSL2,Early
64,ATF7IP2,Early
65,BRF1,Early
66,CCDC24,Early
67,FBXO15,Early
68,FAM227B,Early
69,FN3K,Early
70,C2orf91,Early
71,DLGAP4-AS1,Early
72,CEP192,Early
73,DNAH6,Early
74,EML6,Early
75,ENTPD5,Early
77,CDYL,Early
78,FAF1,Early
80,AGAP1,Early
81,EVC,Early
83,DCLK2,Early
84,DAND5,Early
85,ATP13A4,Early
86,BOLA3-AS1,Early
87,CD27,Early
90,CCM2L,Early
92,CCDC73,Early
94,CCDC87,Early
95,ATG10,Early
96,CEP57L1,Early
97,ARL6IP6,Early
98,ESYT2,Early
99,CCDC134,Early
100,AIG1,Early
101,ATP2C1,Early
102,CDKAL1,Early
103,APBB2,Early
104,ARL13B,Early
105,DDX11-AS1,Early
106,CENPP,Early
107,C22orf15,Early
108,BCL11A,Early
109,BRI3BP,Early
110,CNTLN,Early
111,ALDH7A1,Early
112,CTNNAL1,Early
113,CASC15,Early
114,AKAP7,Early
115,CERK,Early
117,FAM66A,Early
119,CEACAM21,Early
120,CALCOCO2,Early
122,C2CD4C,Early
123,FAXC,Early
125,FAM167B,Early
131,AK5,Early
132,FAM27C,Early
133,FLG-AS1,Early
134,FAM163B,Early
135,DYDC1,Early
136,DYDC2,Early
137,AXDND1,Early
140,ASIC4,Early
141,CYP4F3,Early
142,C19orf33,Early
143,FAM71C,Early
145,ASAH2B,Early
146,CDK18,Early
148,ETFA,Early
149,AGPAT4,Early
150,CNTD1,Early
152,ALDH3B2,Early
153,ARHGAP28,Early
155,DPP9-AS1,Early
160,ACSS3,Early
161,AUTS2,Early
163,ABHD12,Early
164,BDH2,Early
166,FAM171B,Early
167,FSTL4,Early
168,ARID1B,Early
169,DZIP3,Early
170,CYB5RL,Early
172,CARS2,Early
173,FZD2,Early
174,ERO1B,Early
175,CNOT10,Early
176,DENND5B,Early
177,ABCB10,Early
178,CTPS2,Early
179,CAPRIN2,Early
180,CD200,Early
181,ACP6,Early
183,DENND6A,Early
185,FAM72A,Early
186,ASIC3,Early
187,GABRG1,Early
189,C9orf131,Early
190,FHL2,Early
192,ASPDH,Early
193,BHLHA15,Early
198,ACTR1B,Early
199,CBLN3,Early
200,B3GALT1,Early
201,CCDC6,Early
203,FBXO48,Early
204,C17orf67,Early
205,ANKRD62P1-PARP4P3,Early
206,AMOTL2,Early
208,DACT1,Early
209,C1QL1,Early
210,DIO2-AS1,Early
212,DCC,Early
213,FLRT3,Early
214,FLNC,Early
215,EPHA6,Early
216,ELFN1,Early
218,EFEMP1,Early
219,DDHD1,Early
220,FMN2,Early
221,DUSP1,Early
222,CYP26A1,Early
223,GALNT16,Early
224,ECI2,Early
225,FAM189A1,Early
226,CBLC,Early
227,FKBP1B,Early
228,BSPRY,Early
229,FAM90A1,Early
230,CHRFAM7A,Early
231,FAM3D,Early
234,FOXN3-AS2,Early
236,CLPSL1,Early
239,FOXA2,Early
241,CNR1,Early
242,CCDC136,Early
243,BCAM,Early
244,FBLN7,Early
245,CKB,Early
246,ARL10,Early
247,FIP1L1,Early
248,DHX36,Early
249,FOXJ3,Early
251,CHEK2,Early
252,BMX,Early
254,CARD11,Early
255,CHST6,Early
256,CLSTN1,Early
257,EFNA4,Early
258,ATL2,Early
259,ACADS,Early
261,CCDC88C,Early
263,CEP250,Early
264,EEFSEC,Early
265,EBPL,Early
266,AKAP6,Early
268,AQP1,Early
269,DTD1,Early
270,CNOT6,Early
271,ADNP2,Early
272,ANKRD35,Early
273,C3orf52,Early
274,BPHL,Early
275,ADCK5,Early
277,C17orf64,Early
283,EIF5A2,Early
285,CCDC39,Early
287,CDON,Early
288,CFDP1,Early
289,FOXK1,Early
290,FAM219A,Early
291,CAMSAP1,Early
292,CCDC184,Early
293,ELL3,Early
294,FOXP2,Early
295,BMP2,Early
296,ATF4,Early
297,CHST7,Early
298,DSTN,Early
299,DLG1,Early
300,FAM162A,Early
301,C4orf45,Early
303,FCRL1,Early
304,ETV5,Early
305,ENO2,Early
306,ACSBG1,Early
308,ANKRD27,Early
309,BNIP3,Early
312,CCDC3,Early
313,FGD5,Early
314,GAS1,Early
315,DGCR6,Early
316,C6orf163,Early
317,EIF4EBP1,Early
318,ACER2,Early
320,ACO1,Early
321,C3orf35,Early
322,FBXO36,Early
326,ARFGEF1,Early
327,BCL2L11,Early
328,ABCA12,Early
329,EIF2AK3,Early
330,ADGRB3,Early
331,CHN2,Early
333,EFL1,Early
334,DIRC3,Early
335,DIS3L,Early
336,EHMT2,Early
337,EFCAB7,Early
338,FOXO1,Early
339,FGF9,Early
340,CASD1,Early
341,CDAN1,Early
342,BRD3,Early
343,ANKRD10,Early
344,DVL2,Early
345,B4GAT1,Early
346,C12orf65,Early
347,DHRS11,Early
348,CCHCR1,Early
349,FAM178B,Early
350,ANO1,Early
351,CYB5A,Early
352,ACOT13,Early
353,CFAP36,Early
355,FRA10AC1,Early
357,FNDC5,Early
358,BAIAP2L2,Early
359,AFMID,Early
360,DLG2,Early
361,GAB1,Early
363,AASDH,Early
364,DHTKD1,Early
365,FBXO10,Early
366,CNIH3,Early
367,FAM76B,Early
368,ELMOD2,Early
369,CWF19L2,Early
370,DMGDH,Early
371,ALDH6A1,Early
373,CHL1,Early
378,CERKL,Early
380,CNNM3,Early
381,ETAA1,Early
382,BVES-AS1,Early
383,DENND2A,Early
384,DIP2C,Early
385,ACVR2B,Early
386,CEP290,Early
387,GALNT18,Early
388,DUBR,Early
389,BBS7,Early
390,ACVR2B-AS1,Early
391,AKR7A3,Early
392,CEP68,Early
393,DNTT,Early
394,ARPP21,Early
395,CASKIN1,Early
396,F2R,Early
397,DCLRE1B,Early
398,CHIC1,Early
399,CCDC106,Early
400,CTNNA3,Early
401,ARHGAP17,Early
403,FBXW7,Early
405,BBS5,Early
406,CDNF,Early
407,GALM,Early
408,AGBL5,Early
410,CD320,Early
411,FBXO21,Early
412,AGK,Early
413,CCDC85C,Early
414,FAM169A,Early
415,B4GALT6,Early
416,FAM171A2,Early
418,ATP9A,Early
419,FGD1,Early
420,ATP11C,Early
421,CCDC138,Early
422,DSG2,Early
423,FIGNL1,Early
424,CD24,Early
425,ALDH5A1,Early
426,DPYSL3,Early
427,ANKS6,Early
428,ABHD17B,Early
429,ERG,Early
431,AFF2,Early
432,B4GALNT4,Early
433,ASIC2,Early
434,GABPB1,Early
435,CTXN1,Early
436,DCAF16,Early
438,BAHCC1,Early
439,ENDOD1,Early
440,AKAP12,Early
441,DPYSL4,Early
442,CDH2,Early
444,CHAC2,Early
445,ARHGAP32,Early
446,CGREF1,Early
447,ERAP1,Early
448,EXOG,Early
450,CDK14,Early
451,ADAM22,Early
452,CFAP57,Early
453,EXTL2,Early
454,CAPSL,Early
455,CCL28,Early
456,FERMT1,Early
457,FAM110D,Early
458,C1orf159,Early
459,ETNK2,Early
460,CAND2,Early
461,ACBD7,Early
463,FLRT1,Early
464,DCPS,Early
465,CCDC61,Early
466,ADGRB2,Early
467,DNAAF3,Early
469,EDEM1,Early
470,FAAH,Early
472,ADTRP,Early
473,CD22,Early
474,FANCM,Early
475,EXOC3L2,Early
476,CLGN,Early
477,C14orf132,Early
478,ARHGAP44,Early
479,C11orf80,Early
480,AMOTL1,Early
481,ASAP2,Early
482,ASB12,Early
483,CBS,Early
485,FAM229B,Early
486,DENND6B,Early
487,ANKRD23,Early
488,ANKRD34A,Early
489,CYP4F12,Early
490,FAM53A,Early
491,DPY30,Early
492,CIB2,Early
493,CEP57,Early
494,CD72,Early
495,ANKRD36B,Early
496,CEP295,Early
497,GARNL3,Early
498,BTBD3,Early
499,AK7,Early
500,CD96,Early
501,BGN,Early
502,ELOVL2,Early
504,CNKSR2,Early
506,BCL11B,Early
507,EBF1,Early
508,FOXO6,Early
509,CACNB3,Early
510,CABLES2,Early
511,ANKS1B,Early
512,AMOT,Early
513,FAT1,Early
514,DLGAP2,Early
515,CDH4,Early
516,ESPN,Early
517,EML5,Early
519,ERVH48-1,Early
520,ANKRD36,Early
521,ADNP,Early
522,AIF1L,Early
523,EPB41L5,Early
524,C15orf32,Early
525,GAMT,Early
526,FRMPD1,Early
527,FAM27E3,Early
528,EVA1A,Early
529,AP1S3,Early
530,ANKRD36C,Early
532,FN3KRP,Early
533,ESR2,Early
536,ETV7,Early
537,FBXL16,Early
538,ECI1,Early
539,DACT3,Early
540,ALG6,Early
541,CCR7,Early
542,EIF2AK2,Early
543,DAB1,Early
544,FAM117B,Early
545,CEP95,Early
547,ANKRD9,Early
548,ASAP3,Early
551,CELF2-AS1,Early
553,C3orf56,Early
554,APOBEC2,Early
556,CD6,Early
558,CCDC68,Early
559,DTNB,Early
560,ARSK,Early
561,ADAMTS6,Early
562,ENTPD1-AS1,Early
563,EFHC1,Early
564,CCDC14,Early
565,ENPP3,Early
566,ECHDC2,Early
567,FAM221A,Early
568,BBX,Early
569,CEP120,Early
570,BLK,Early
571,BLNK,Early
572,ATPAF1,Early
573,ATP6V0E2,Early
574,FXYD7,Early
575,FUT2,Early
576,CASP6,Early
579,DALRD3,Early
580,GAS1RR,Early
581,DCBLD2,Early
582,ATP8A1,Early
583,FHOD3,Early
584,DAAM1,Early
585,EHBP1,Early
586,ATRNL1,Early
587,ABCD3,Early
588,GAN,Early
589,CDC14B,Early
590,CD2AP,Early
592,ANK2,Early
593,ATP10A,Early
594,ESPNL,Early
595,CHRNA7,Early
596,AMMECR1,Early
597,ATP1A2,Early
598,ADAMTS3,Early
601,EVPL,Early
603,CELF5,Early
604,ELOVL5,Early
605,EPHA3,Early
606,BASP1,Early
607,BCAT1,Early
608,DOC2A,Early
609,DNAJC6,Early
610,C16orf87,Early
611,DCHS2,Early
612,CLTCL1,Early
613,GACAT2,Early
614,C12orf77,Early
615,FAM184A,Early
616,FCRLA,Early
618,EYA4,Early
619,CDK6,Early
620,EXPH5,Early
621,CEBPZOS,Early
622,AMIGO1,Early
624,DPEP1,Early
625,FGFR2,Early
626,DPYSL5,Early
627,CYP2W1,Early
628,CHRNA1,Early
631,ATP2B2,Early
633,FAM3C,Early
634,BIK,Early
635,FRMD5,Early
636,ADCY5,Early
637,EPB41L4B,Early
638,GALNT2,Early
639,CYFIP2,Early
640,ERGIC1,Early
641,CHRDL1,Early
642,ASXL3,Early
644,CDC27,Early
645,DNM1P35,Early
646,ELOVL2-AS1,Early
649,GATA3,Early
650,C9orf116,Early
653,DPY19L2,Early
655,EBF3,Early
656,C1orf198,Early
657,CD48,Early
658,AKR1A1,Early
660,ASNS,Early
661,CALM3,Early
662,DIABLO,Early
663,CBARP,Early
664,FTCD,Early
668,EEF1A2,Early
669,DPP6,Early
670,BAZ1A,Early
671,FAM78B,Early
672,BVES,Early
673,FAM155B,Early
675,ATG9B,Early
676,CLCN2,Early
677,FBXO31,Early
678,CACNA1H,Early
679,DDX24,Early
680,CADM4,Early
681,CCNJ,Early
682,ARPP19,Early
683,DLL3,Early
684,FJX1,Early
685,DDN,Early
686,CNTN2,Early
687,DHX40,Early
688,CDK5R1,Early
689,CAMKV,Early
690,CDC42EP5,Early
691,C12orf66,Early
692,CACFD1,Early
693,FBXO44,Early
698,ACRV1,Early
699,DUSP4,Early
700,ADO,Early
701,CHRNB4,Early
702,ERAP2,Early
703,GALNT7,Early
704,EFNA2,Early
705,DOCK1,Early
706,ADCY1,Early
707,CWC27,Early
708,C1orf74,Early
709,C15orf62,Early
710,FXYD1,Early
711,AHI1,Early
712,ERI3,Early
713,CHD9,Early
714,DZANK1,Early
715,ALG9,Early
717,ENOSF1,Early
718,ACTR3B,Early
721,DKFZP434A062,Early
722,CHCHD6,Early
723,FGF13,Early
724,DIXDC1,Early
726,FMR1NB,Early
727,EXD1,Early
729,CCDC173,Early
730,ARL3,Early
731,CFAP45,Early
733,ECHDC3,Early
734,EFNB3,Early
735,DUSP9,Early
736,CDHR3,Early
738,ADRA2C,Early
739,BCAT2,Early
740,FBRSL1,Early
741,FCRL5,Early
742,ANKRD65,Early
744,BEST3,Early
745,CACNA1E,Early
746,FAM133B,Early
747,ADAM33,Early
748,C2orf88,Early
749,DNAJC21,Early
750,APLP1,Early
751,CHAT,Early
752,EXD2,Early
754,DPP7,Early
755,ERCC1,Early
759,CHPF,Early
760,DCDC1,Early
761,C7orf31,Early
763,ASIC1,Early
764,C3orf33,Early
765,ASAH2,Early
766,ABHD5,Early
767,DLC1,Early
768,DRAP1,Early
769,CAMK2N1,Early
770,AHNAK2,Early
771,ATF5,Early
772,CCDC25,Early
773,ECHDC1,Early
774,FAM20B,Early
776,EOGT,Early
780,CYP2E1,Early
781,CIART,Early
783,DDAH2,Early
785,DUSP15,Early
787,FGF5,Early
788,FDX1,Early
789,FCRLB,Early
790,GAREM2,Early
791,ADAM11,Early
792,CCDC187,Early
793,ANO9,Early
794,C19orf73,Early
798,EIF4B,Early
799,ARL5B,Early
800,FXR1,Early
801,ARGLU1,Early
802,EIF3E,Early
804,GABPA,Early
805,ARL6,Early
806,ANKRD16,Early
807,BTBD6,Early
809,C17orf50,Early
810,ANKRD62,Early
811,AMBP,Early
812,BAIAP3,Early
813,EPS8L1,Early
814,EDNRB-AS1,Early
816,CNTN4,Early
818,FCRL2,Early
819,DEXI,Early
820,CACNB2,Early
821,C10orf88,Early
822,EPHX4,Early
824,CBLL1,Early
827,CHRNB1,Early
830,ATL3,Early
831,BAMBI,Early
832,EFNB2,Early
834,ADARB2,Early
835,GALNTL6,Early
836,CACNG4,Early
837,FLJ16779,Early
838,C5orf38,Early
839,CALD1,Early
840,AXIN2,Early
841,AZI2,Early
842,ESAM,Early
843,CCDC85B,Early
844,DUSP16,Early
845,DESI2,Early
846,BCAR1,Early
847,ARHGAP29,Early
848,CBX1,Early
849,EPS8L2,Early
850,ENPP1,Early
851,CAMSAP3,Early
852,ACBD6,Early
853,FZD3,Early
854,DOCK3,Early
855,FGFR1,Early
856,DAG1,Early
857,AFAP1,Early
858,DTX1,Early
859,C5orf24,Early
860,CASC3,Early
861,FGFR4,Early
862,ELMOD1,Early
863,BPGM,Early
866,ANKRD49,Early
867,ALG10B,Early
868,DGKE,Early
869,CD9,Early
870,DDRGK1,Early
871,C10orf95,Early
873,ARL5A,Early
874,DDX6,Early
875,AGL,Early
876,DCP1A,Early
877,DUSP8,Early
879,FUT8-AS1,Early
880,CCDC182,Early
881,CCDC110,Early
882,AAMDC,Early
883,ADCY6,Early
884,CASP7,Early
885,BNC2,Early
886,ABCA3,Early
887,B3GAT1,Early
888,ACADSB,Early
889,ABCG2,Early
892,BPTF,Early
894,ARL4C,Early
895,CADM2,Early
896,APBA1,Early
897,CTC1,Early
898,CDKL3,Early
899,C22orf34,Early
900,AKAP9,Early
901,C1GALT1,Early
902,DOCK7,Early
904,C16orf96,Early
905,EDRF1-AS1,Early
906,ENTPD7,Early
907,FRG2C,Early
908,FAM149A,Early
909,C8orf34,Early
910,C2orf50,Early
911,C2CD2,Early
912,EPHA4,Early
913,DMD,Early
914,EEF2K,Early
915,APP,Early
916,CLIP3,EarlyInter
917,C17orf80,EarlyInter
919,C20orf96,EarlyInter
920,ATP2A1,EarlyInter
921,ELP2,EarlyInter
922,CCDC121,EarlyInter
924,AASS,EarlyInter
925,DPF1,EarlyInter
926,FAR2,EarlyInter
927,CEP126,EarlyInter
930,FAM220A,EarlyInter
931,C17orf75,EarlyInter
932,AP4M1,EarlyInter
933,CNTNAP1,EarlyInter
935,DRAXIN,EarlyInter
936,CAMLG,EarlyInter
937,BRD7,EarlyInter
938,DIRAS1,EarlyInter
939,ACAD9,EarlyInter
940,CNKSR1,EarlyInter
941,DYNC1H1,EarlyInter
943,ANAPC5,EarlyInter
944,FUNDC1,EarlyInter
945,DISP3,EarlyInter
947,EFNA1,EarlyInter
948,CDKN1B,EarlyInter
950,BTN3A2,EarlyInter
951,FBF1,EarlyInter
952,CCBE1,EarlyInter
955,ABCD2,EarlyInter
956,CCDC148,EarlyInter
957,DNAJC9-AS1,EarlyInter
958,CELF3,EarlyInter
959,ACD,EarlyInter
960,CDIP1,EarlyInter
962,ARHGEF17,EarlyInter
963,CMC2,EarlyInter
964,FANCC,EarlyInter
965,CASK,EarlyInter
966,APOLD1,EarlyInter
967,C1orf112,EarlyInter
968,DLEU7,EarlyInter
969,FAM184B,EarlyInter
970,C6orf136,EarlyInter
972,AZIN2,EarlyInter
973,EFCAB2,EarlyInter
974,CCNE1,EarlyInter
975,DONSON,EarlyInter
976,ARHGEF18,EarlyInter
979,CCNE2,EarlyInter
980,DNMT3B,EarlyInter
981,ASH2L,EarlyInter
982,AKNAD1,EarlyInter
983,CCT6B,EarlyInter
985,CDPF1,EarlyInter
987,ASB16,EarlyInter
988,CCDC81,EarlyInter
989,ANKMY1,EarlyInter
990,FAM222A,EarlyInter
993,FARS2,EarlyInter
994,CASC2,EarlyInter
995,C19orf44,EarlyInter
996,DLGAP3,EarlyInter
997,ANKRD54,EarlyInter
998,ALKBH2,EarlyInter
999,AMPD2,EarlyInter
1000,BRD2,EarlyInter
1001,ANGPTL2,EarlyInter
1003,DGCR8,EarlyInter
1004,ARHGEF10,EarlyInter
1005,DGKI,EarlyInter
1006,ANK1,EarlyInter
1007,DAGLB,EarlyInter
1008,CCDC102A,EarlyInter
1009,CIZ1,EarlyInter
1011,CD79A,EarlyInter
1012,FSIP1,EarlyInter
1013,C1orf109,EarlyInter
1014,FBN1,EarlyInter
1015,CCDC117,EarlyInter
1016,FAM216A,EarlyInter
1017,FANCE,EarlyInter
1018,BUD13,EarlyInter
1019,CAP2,EarlyInter
1020,CCP110,EarlyInter
1021,ARHGAP42,EarlyInter
1022,CEP83,EarlyInter
1023,CLN6,EarlyInter
1024,CUBN,EarlyInter
1025,CACNA2D4,EarlyInter
1026,AP3B2,EarlyInter
1027,AHCYL1,EarlyInter
1028,ADAMTSL2,EarlyInter
1029,CAPN13,EarlyInter
1030,ARID2,EarlyInter
1031,CTSG,EarlyInter
1032,ATXN10,EarlyInter
1033,ELP6,EarlyInter
1034,EPDR1,EarlyInter
1035,CHCHD3,EarlyInter
1036,ANAPC11,EarlyInter
1037,EEF2KMT,EarlyInter
1038,EXOSC8,EarlyInter
1039,CDKN2D,EarlyInter
1040,DYNC1I1,EarlyInter
1041,C2CD3,EarlyInter
1042,BAG6,EarlyInter
1043,BOLA3,EarlyInter
1044,FAU,EarlyInter
1045,DRG1,EarlyInter
1046,DPF2,EarlyInter
1047,DHPS,EarlyInter
1048,CCDC120,EarlyInter
1049,DTX3,EarlyInter
1050,C11orf1,EarlyInter
1051,APOBEC3F,EarlyInter
1053,CETN2,EarlyInter
1055,CHST5,EarlyInter
1056,CEBPA,EarlyInter
1057,EME1,EarlyInter
1060,DOCK10,EarlyInter
1061,CCDC74A,EarlyInter
1062,FBXO43,EarlyInter
1063,ERCC6L,EarlyInter
1064,DEK,EarlyInter
1065,EID2,EarlyInter
1066,CCDC150,EarlyInter
1067,DCK,EarlyInter
1068,BARD1,EarlyInter
1069,CENPJ,EarlyInter
1070,ASF1A,EarlyInter
1071,G2E3,EarlyInter
1072,EPB41,EarlyInter
1073,CARHSP1,EarlyInter
1074,CHAF1A,EarlyInter
1075,CHAF1B,EarlyInter
1076,DNA2,EarlyInter
1077,CENPM,EarlyInter
1079,EZH2,EarlyInter
1080,FAM111B,EarlyInter
1081,DSCC1,EarlyInter
1082,CEP152,EarlyInter
1083,DNMT1,EarlyInter
1084,BCOR,EarlyInter
1085,DHFR,EarlyInter
1086,E2F7,EarlyInter
1087,DSN1,EarlyInter
1088,DRP2,EarlyInter
1089,BRIP1,EarlyInter
1090,DIAPH3,EarlyInter
1091,CCDC77,EarlyInter
1094,FBLN1,EarlyInter
1095,GALNT12,EarlyInter
1096,BCL2,EarlyInter
1097,CD38,EarlyInter
1098,DDX11,EarlyInter
1099,AKR1B1,EarlyInter
1100,CEP131,EarlyInter
1101,ACYP1,EarlyInter
1102,CLNS1A,EarlyInter
1103,DNM1,EarlyInter
1105,FKBP10,EarlyInter
1106,C16orf95,EarlyInter
1107,AKR7A2,EarlyInter
1108,ATP6V0E2-AS1,EarlyInter
1109,ADCK2,EarlyInter
1110,DMC1,EarlyInter
1111,AGBL4,EarlyInter
1112,BOLA1,EarlyInter
1113,CD81-AS1,EarlyInter
1115,CCDC74B,EarlyInter
1116,EP300-AS1,EarlyInter
1117,C8orf88,EarlyInter
1118,CAPN9,EarlyInter
1119,ARTN,EarlyInter
1120,FLNB,EarlyInter
1121,DGCR5,EarlyInter
1123,CEP128,EarlyInter
1124,CDC6,EarlyInter
1125,FANCA,EarlyInter
1126,DCHS1,EarlyInter
1127,FAM120C,EarlyInter
1128,FANCG,EarlyInter
1129,CETN3,EarlyInter
1130,CDT1,EarlyInter
1131,CENPH,EarlyInter
1132,CEP97,EarlyInter
